Brnd_Name,Gnrc_Name,Tot_Mftr,Mftr_Name,Tot_Spndng,Tot_Dsg_Unts,Tot_Clms,Tot_Benes,Avg_Spnd_Per_Dsg_Unt_Wghtd,Avg_Spnd_Per_Clm,Avg_Spnd_Per_Bene,Outlier_Flag,year
MS CONTIN,Morphine Sulfate,1,Rhodes Pharmace,2242776.97,171424.0,1903.0,221.0,12.47502483,1178.5480662,10148.312081,0.0,2019
MULTAQ,Dronedarone HCl,1,Sanofi-Aventis,334415055.59,30429532.7,341273.0,69477.0,10.989818966,979.90481401,4813.3203159,0.0,2019
MYDAYIS,Dextroamphetamine/Amphetamine,1,Shire US Inc.,1328689.69,140698.0,4496.0,845.0,9.443898389,295.52706628,1572.4138343,0.0,2019
MYFORTIC,Mycophenolate Sodium,1,Novartis,2622800.64,315271.0,2128.0,465.0,8.6718323468,1232.5190977,5640.4314839,0.0,2019
MYRBETRIQ,Mirabegron,1,Astellas Pharma,1444965897.0,111739510.35,2773288.0,564826.0,12.933385382,521.02987391,2558.2496149,0.0,2019
MYTESI,Crofelemer,1,Napo/Cardinal H,3393844.95,299622.0,4747.0,755.0,11.327088632,714.94521803,4495.1588742,0.0,2019
NALFON,Fenoprofen Calcium,1,Xspire Pharma,114437.71,24762.0,290.0,120.0,4.6105861937,394.6127931,953.64758333,0.0,2019
NAMENDA,Memantine HCl,1,Forest/Allergan,2731472.3,376085.0,5075.0,1776.0,7.241947671,538.22114286,1537.9911599,0.0,2019
NAMENDA XR,Memantine HCl,1,Forest/Allergan,17738250.1,1168261.0,33356.0,11222.0,15.182874504,531.7858886,1580.6674479,0.0,2019
NAMZARIC,Memantine HCl/Donepezil HCl,1,Allergan Inc.,241202184.21,15259488.0,492807.0,62224.0,15.80851461,489.44553184,3876.3529219,0.0,2019
NAPRELAN,Naproxen Sodium,1,Almatica Pharma,562276.98,24909.0,438.0,108.0,22.762600281,1283.7373973,5206.2683333,0.0,2019
NAPROXEN SODIUM CR,Naproxen Sodium,1,Alvogen Inc,17097552.44,2192279.68,18830.0,7704.0,8.0584150645,907.99534997,2219.3084683,0.0,2019
NAPROXEN SODIUM ER,Naproxen Sodium,1,Actavis/Teva,266428.92,30669.0,369.0,271.0,8.7635540294,722.0295935,983.13254613,0.0,2019
NARCAN,Naloxone HCl,1,Adapt Pharma In,51287845.86,789417.312,390602.0,358506.0,64.969243872,131.30461662,143.05993724,0.0,2019
NASONEX,Mometasone Furoate,1,Merck Sharp & D,4756952.06,335575.0,13137.0,3681.0,14.175525769,362.10337672,1292.2988481,0.0,2019
NATAZIA,Estradiol Valerate/Dienogest,1,"Bayer,Pharm Div",86438.38,11424.0,264.0,50.0,7.5663848039,327.41810606,1728.7676,0.0,2019
NEORAL,"Cyclosporine, Modified",1,Novartis,2042362.26,744458.0,3914.0,648.0,3.4692110516,521.80946857,3151.7936111,0.0,2019
NERLYNX,Neratinib Maleate,1,Puma Biotechnol,41499616.26,555898.0,3347.0,810.0,74.653292978,12399.048778,51234.094148,0.0,2019
NESINA,Alogliptin Benzoate,1,Takeda Pharmace,1035216.67,82296.5,2124.0,715.0,12.586000541,487.39014595,1447.8554825,0.0,2019
NEUPRO,Rotigotine,1,UCB Pharma,91619624.54,4042358.0,104799.0,18988.0,22.66726495,874.24140059,4825.1329545,0.0,2019
NEVANAC,Nepafenac,1,Alcon/Novartis,4230937.29,46179.5,11392.0,5219.0,91.619382843,371.39547841,810.67968768,0.0,2019
NEXAVAR,Sorafenib Tosylate,1,"Bayer,Pharm Div",132869941.04,813636.0,9684.0,2834.0,163.30391113,13720.563924,46884.241722,0.0,2019
NEXIUM,Esomeprazole Magnesium,1,Astrazeneca,172832256.5,20562729.0,382354.0,73964.0,8.470894926,452.02157294,2336.7078106,0.0,2019
NIASPAN,Niacin,1,Abbvie US LLC,4962561.1,2550588.0,24188.0,6604.0,1.9647160016,205.16624359,751.44777408,0.0,2019
NICOTROL,Nicotine,1,Pharmaci/Pfizer,15792536.81,6235925.0,32912.0,16590.0,2.5325091001,479.84129831,951.93109162,0.0,2019
NICOTROL NS,Nicotine,1,Pharmaci/Pfizer,6223188.15,556190.0,10069.0,2813.0,11.188960877,618.05424074,2212.295823,0.0,2019
NINLARO,Ixazomib Citrate,1,Millennium Phar,315401201.65,90249.0,30142.0,5002.0,3494.7863149,10463.844524,63055.018323,0.0,2019
NITROSTAT,Nitroglycerin,1,Pfizer/Viatris,909766.14,936492.0,21263.0,13406.0,0.9978535201,42.786349057,67.862609279,0.0,2019
NORDITROPIN FLEXPRO,Somatropin,1,Novo Nordisk,15069330.8,21157.0,6243.0,884.0,740.89274547,2413.7963799,17046.754299,0.0,2019
NORVASC,Amlodipine Besylate,1,Pfizer/Viatris,24076817.88,3362928.5,50923.0,11150.0,7.2598460267,472.80831609,2159.3558637,0.0,2019
NORVIR,Ritonavir,1,Abbvie US LLC,5783269.24,737711.5,15980.0,3843.0,7.9822272423,361.90671089,1504.8840073,0.0,2019
NOVOLOG PENFILL,Insulin Aspart,1,Novo Nordisk,6959634.01,195508.0,8971.0,3569.0,35.597694263,775.79244343,1950.0235388,0.0,2019
NOXAFIL*,Posaconazole,1,Merck Sharp & D*,78575527.44,1490954.2,13296.0,3569.0,64.098684656,5909.7117509,22016.118644,0.0,2019
NUEDEXTA,Dextromethorphan HBr/Quinidine,1,Avanir Pharmace,234648215.5,11774169.518,317293.0,31088.0,19.929067196,739.53164898,7547.8710596,0.0,2019
NUPLAZID,Pimavanserin Tartrate,1,Acadia Pharmace,311931513.66,2963139.0,113550.0,13975.0,106.37511713,2747.0851049,22320.680763,0.0,2019
NUTROPIN AQ NUSPIN,Somatropin,1,"Genentech, Inc.",7399914.91,11784.0,2171.0,360.0,605.02704361,3408.5282865,20555.319194,0.0,2019
NUVIGIL,Armodafinil,1,"Cephalon,Inc.-T",7049886.14,276153.0,6756.0,1105.0,25.921206744,1043.5000207,6379.987457,0.0,2019
OCALIVA,Obeticholic Acid,1,Intercept Pharm,76412499.07,332307.0,10617.0,1419.0,229.95419925,7197.1836743,53849.541276,0.0,2019
OCELLA,Ethinyl Estradiol/Drospirenone,1,Teva USA,82891.46,64624.0,1376.0,383.0,1.2826730007,60.240886628,216.42678851,0.0,2019
OCUFLOX,Ofloxacin,1,Allergan Inc.,10855.05,850.0,159.0,135.0,12.770647059,68.270754717,80.407777778,0.0,2019
ODEFSEY,Emtricitab/Rilpiviri/Tenof Ala,1,Gilead Sciences,336705342.39,3564691.0,111716.0,12326.0,94.455688415,3013.9401911,27316.675514,0.0,2019
ODOMZO,Sonidegib Phosphate,1,Sun Pharma Glob,17389944.77,45063.0,1542.0,308.0,385.90295298,11277.525791,56460.859643,0.0,2019
OFEV,Nintedanib Esylate,1,Boehringer Ing.,789546950.81,4601670.942,77655.0,11970.0,171.57865207,10167.367855,65960.480435,0.0,2019
ONEXTON,Clindamycin Phos/Benzoyl Perox,1,Bausch Health U,275884.95,24700.0,469.0,279.0,11.169431174,588.24083156,988.83494624,0.0,2019
ONGLYZA,Saxagliptin HCl,1,Astrazeneca,194969057.63,13814069.0,277381.0,55440.0,14.11416013,702.89261929,3516.7578938,0.0,2019
OPSUMIT,Macitentan,1,Actelion Pharma,541945046.13,1627037.0,53301.0,6794.0,333.08710627,10167.633743,79768.184594,0.0,2019
ORACEA,Doxycycline Monohydrate,1,Galderma Labora,4368143.2,187957.0,3874.0,1092.0,23.240119815,1127.5537429,4000.1311355,0.0,2019
ORAVIG,Miconazole,1,Midatech Pharma,156590.14,2260.0,168.0,139.0,69.287672566,932.08416667,1126.5477698,0.0,2019
ORENITRAM ER,Treprostinil Diolamine,1,United Therap,116061649.39,1740252.0,15568.0,1069.0,65.228878323,7455.1419187,108570.29877,0.0,2019
OSENI,Alogliptin Benz/Pioglitazone,1,Takeda Pharmace,935725.29,74782.0,1406.0,328.0,12.512523828,665.52296586,2852.8210061,0.0,2019
OSMOPREP,"Sod Phosphate Mbas/Sod Phos,Di",1,Salix Pharmaceu,716734.84,103208.0,3173.0,3056.0,6.9445667003,225.8855468,234.53365183,0.0,2019
OSPHENA,Ospemifene,1,Shionogi Pharma,4599913.56,653119.0,12575.0,3669.0,7.0429945538,365.79829503,1253.7240556,0.0,2019
OTOVEL,Ciprofloxacin HCl/Fluocinolone,1,Arbor/Wraser,202399.4,12028.0,684.0,533.0,16.827352843,295.90555556,379.73621013,0.0,2019
OTREXUP,Methotrexate/PF,1,Antares/Otter,7770048.18,18978.0,9935.0,1725.0,409.44980027,782.08839255,4504.3757565,0.0,2019
OXAYDO,Oxycodone HCl,1,Egalet/Zyla Lif,1953646.43,188899.0,2224.0,620.0,10.158964918,878.43814299,3151.042629,0.0,2019
OXTELLAR XR,Oxcarbazepine,1,Supernus Pharma,19763873.72,1461852.0,19747.0,2931.0,13.565863465,1000.8544954,6743.0480109,0.0,2019
OXYCODONE HCL-ASPIRIN,Oxycodone HCl/Aspirin,1,Mayne Pharma In,122590.19,134500.0,1548.0,357.0,0.9114512268,79.192629199,343.38988796,0.0,2019
OXYCONTIN,Oxycodone HCl,1,Purdue Pharma L,622970196.55,60300695.2,986438.0,124982.0,9.6625501057,631.53507524,4984.4793374,0.0,2019
OZURDEX,Dexamethasone,1,Allergan Inc.,680361.17,493.0,373.0,224.0,1380.0429412,1824.0245845,3037.3266518,0.0,2019
PAMELOR,Nortriptyline HCl,1,Mallinckrodt Ph,1897794.28,48786.0,675.0,119.0,39.110114272,2811.5470815,15947.851092,0.0,2019
PANDEL,Hydrocortisone Probutate,1,Pharmaderm/Sand,36732.53,2720.0,32.0,19.0,13.504606618,1147.8915625,1933.2910526,0.0,2019
PATADAY,Olopatadine HCl,1,Alcon/Novartis,3129972.06,44294.5,13438.0,4410.0,70.66276987,232.91948653,709.74423129,0.0,2019
PATANASE,Olopatadine HCl,1,Alcon/Novartis,379376.93,40351.5,890.0,269.0,9.4018048895,426.26621348,1410.3231599,0.0,2019
PAXIL,Paroxetine HCl,1,Apotex Corp,3216098.39,1713844.1,7340.0,1742.0,3.452226449,438.1605436,1846.2103272,0.0,2019
PAXIL CR,Paroxetine HCl,1,Apotex Corp,2695652.26,397120.0,6928.0,1138.0,6.7916511098,389.09530312,2368.7629701,0.0,2019
PAZEO,Olopatadine HCl,1,Alcon/Novartis,93547441.61,1176976.5,413595.0,126129.0,79.481146489,226.18126817,741.68067304,0.0,2019
PENNSAID,Diclofenac Sodium,1,Horizon Therape,165608018.77,7341644.0,56116.0,16961.0,22.557348023,2951.1729056,9764.0480379,0.0,2019
PENTASA,Mesalamine,1,Shire US Inc.,86385411.21,15761322.0,66319.0,11937.0,5.6133656975,1302.574092,7236.7773486,0.0,2019
PEPCID,Famotidine,1,Bausch Health U,909682.74,62297.0,800.0,267.0,14.465686814,1137.103425,3407.0514607,0.0,2019
PERFOROMIST,Formoterol Fumarate,1,Mylan Specialty,12592565.29,1430326.0,17525.0,3759.0,8.8039826515,718.54866134,3349.9774648,0.0,2019
PEXEVA,Paroxetine Mesylate,1,Sebela Pharmace,1155269.7,90027.0,1892.0,315.0,12.839708907,610.60766385,3667.5228571,0.0,2019
PHOSLYRA,Calcium Acetate,1,Fresenius Medic,1261681.68,3943155.0,3315.0,1192.0,0.319967559,380.59779186,1058.4577852,0.0,2019
PICATO,Ingenol Mebutate,1,Leo Pharma Inc.,17409463.78,45138.87,15495.0,12352.0,395.8309785,1123.5536483,1409.4449304,0.0,2019
PIRMELLA,Norethindrone-Ethin. Estradiol,1,Lupin Pharmaceu,210240.98,338979.0,7556.0,1572.0,0.6214874986,27.824375331,133.74108142,0.0,2019
POMALYST,Pomalidomide,1,Celgene/BMS,1192203837.9,1401432.992,68971.0,11145.0,850.70482816,17285.581446,106972.08056,0.0,2019
POTASSIUM CHLORIDE,Potassium Chloride In Water,1,Baxter Healthca,1259.92,20553.0,116.0,71.0,0.0630295447,10.86137931,17.745352113,0.0,2019
PRADAXA,Dabigatran Etexilate Mesylate,1,Boehringer Ing.,627047700.54,101479351.0,1033883.0,196487.0,6.2101037871,606.49773769,3191.2935743,0.0,2019
PRAVACHOL,Pravastatin Sodium,1,BMS Primarycare,1461391.12,297927.0,5024.0,1185.0,4.9363974258,290.88199045,1233.2414515,0.0,2019
PREFEST,Estradiol/Norgestimate,1,Teva Women's He,219770.94,47626.0,785.0,197.0,4.6145160207,279.96298089,1115.5885279,0.0,2019
PREMARIN*,"Estrogens, Conjugated",1,Wyeth/Pfizer*,306397302.96,37022374.46,889398.0,324407.0,9.0865890278,344.49965365,944.48425268,0.0,2019
PREMPHASE,"Estrogen,Con/M-Progest Acet",1,Wyeth/Pfizer,492090.2,71873.0,1515.0,320.0,6.8466628637,324.8120132,1537.781875,0.0,2019
PREMPRO,"Estrogen,Con/M-Progest Acet",1,Wyeth/Pfizer,37916158.59,5556473.22,119437.0,24446.0,6.824916528,317.45739252,1551.0168776,0.0,2019
PREVACID,Lansoprazole,1,Takeda Pharmace,20646056.59,1522784.5,25938.0,5478.0,13.578083545,795.97719909,3768.9040873,0.0,2019
PREZCOBIX,Darunavir/Cobicistat,1,Janssen Product,270064000.42,4113102.0,131391.0,16627.0,65.659446427,2055.4223685,16242.497168,0.0,2019
PREZISTA,Darunavir Ethanolate,1,Janssen Product,264339894.75,6319044.966,150526.0,17966.0,48.184171964,1756.10788,14713.341576,0.0,2019
PRILOSEC,Omeprazole Magnesium,1,Covis Pharma,2650994.83,236152.0,4592.0,1118.0,11.226455994,577.3072365,2371.1939445,0.0,2019
PRIMAXIN,Imipenem/Cilastatin Sodium,1,Merck Sharp & D,17076.43,6479.0,40.0,24.0,2.6356582806,426.91075,711.51791667,0.0,2019
PRISTIQ,Desvenlafaxine Succinate,1,Wyeth/Pfizer,13417498.51,1017861.0,22151.0,4497.0,13.182460646,605.72879373,2983.6554392,0.0,2019
PROAIR HFA,Albuterol Sulfate,1,Teva Specialty,327714254.51,41835171.599,3850051.0,1617305.0,7.8334626579,85.11945803,202.6298407,0.0,2019
PROAIR RESPICLICK,Albuterol Sulfate,1,Teva Specialty,11287206.24,183017.401,147720.0,81661.0,61.672858309,76.409465475,138.22027945,0.0,2019
PROCARDIA XL,Nifedipine,1,Pfizer US Pharm,3278772.1,369084.0,5554.0,1224.0,8.9491656404,590.3442744,2678.7353758,0.0,2019
PROGRAF*,Tacrolimus,1,Astellas Pharma*,7005508.8,1323435.64,9257.0,1700.0,5.7422570896,756.77960462,4120.8875294,0.0,2019
PROLENSA,Bromfenac Sodium,1,Bausch Health U,67257265.72,744715.56,237642.0,144701.0,90.312690284,283.01927151,464.80166495,0.0,2019
PROMACTA,Eltrombopag Olamine,1,Novartis,304352153.49,1093855.0,31067.0,4977.0,275.29210615,9796.6380239,61151.72865,0.0,2019
PROTONIX,Pantoprazole Sodium,1,Wyeth/Pfizer,44298999.94,3027042.5,75486.0,20683.0,15.153961255,586.85054103,2141.8072784,0.0,2019
PROTONIX IV,Pantoprazole Sodium,1,Wyeth/Pfizer,60341.07,20531.0,1083.0,195.0,2.9390224539,55.716592798,309.44138462,1.0,2019
PROTOPIC,Tacrolimus,1,Leo Pharma Inc.,268151.92,31220.0,442.0,269.0,8.5929754233,606.67855204,996.84728625,0.0,2019
PROVERA,Medroxyprogesterone Acetate,1,Pharmaci/Pfizer,82256.6,27613.0,617.0,161.0,3.025530936,133.31701783,510.91055901,0.0,2019
PROVIGIL,Modafinil,1,"Cephalon,Inc.-T",18194711.38,334882.0,5486.0,884.0,54.265195877,3316.5715239,20582.252692,0.0,2019
PROZAC,Fluoxetine HCl,1,Dista Labs,24641679.82,1259652.0,17369.0,3031.0,20.563565422,1418.716093,8129.8844672,0.0,2019
PULMICORT,Budesonide,1,Astrazeneca,202139.71,31406.0,390.0,160.0,6.4539747054,518.30694872,1263.3731875,0.0,2019
PULMICORT FLEXHALER,Budesonide,1,Astrazeneca,50141146.23,231911.471,168968.0,56783.0,216.4578546,296.74936219,883.03094641,0.0,2019
PYLERA,Bismuth/Metronid/Tetracycline,1,Aptalis/Allerga,5419297.17,693520.0,5582.0,5411.0,7.8141901748,970.85223397,1001.5333894,0.0,2019
QBRELIS,Lisinopril,1,Azurity Pharmac,676706.29,198657.5,503.0,121.0,3.4063968891,1345.3405368,5592.6139669,0.0,2019
QNASL,Beclomethasone Dipropionate,1,Teva Specialty,5522258.88,251280.1,17752.0,5249.0,21.976507013,311.07812528,1052.0592265,0.0,2019
QNASL CHILDREN,Beclomethasone Dipropionate,1,Teva Specialty,142818.77,3937.1,443.0,169.0,36.275118742,322.39,845.08147929,0.0,2019
QUDEXY XR,Topiramate,1,Upsher-Smith La,2700785.58,127988.0,2620.0,556.0,20.967658926,1030.8341908,4857.5280216,0.0,2019
RADICAVA,Edaravone,1,Mitsubishi Tana,67589596.66,11806600.0,6104.0,749.0,5.7247299527,11073.000763,90239.781923,0.0,2019
RANEXA,Ranolazine,1,Gilead Sciences,246622488.67,34586590.0,421644.0,149316.0,7.0966525151,584.90690884,1651.6815925,0.0,2019
RAPAMUNE,Sirolimus,1,Wyeth/Pfizer,2400496.3,82260.0,1129.0,233.0,28.990360651,2126.2146147,10302.559227,0.0,2019
RASUVO,Methotrexate/PF,1,"Medexus Pharma,",12197221.25,37758.26,19842.0,3638.0,353.94001057,614.7173294,3352.7271165,0.0,2019
RAVICTI,Glycerol Phenylbutyrate,1,Horizon Therape,47351936.11,241800.0,601.0,64.0,195.83100128,78788.579218,739874.00172,0.0,2019
RAYALDEE,Calcifediol,1,Opko Pharmaceut,45863705.84,1253237.0,34111.0,6659.0,36.596195165,1344.5429873,6887.4764739,0.0,2019
RAYOS,Prednisone,1,Horizon Therape,27333540.74,312920.0,5187.0,1437.0,87.257580146,5269.6242028,19021.253125,0.0,2019
RECLAST,Zoledronic Acid/Mannitol-Water,1,Novartis,75258.33,8606.0,88.0,88.0,8.7448675343,855.20829545,855.20829545,0.0,2019
RECTIV,Nitroglycerin,1,Aptalis/Allerga,2016125.39,92710.0,2946.0,1980.0,21.746579549,684.36028174,1018.2451465,0.0,2019
REGLAN,Metoclopramide HCl,1,Ani Pharmaceuti,114500.98,36619.0,277.0,84.0,3.1273941415,413.36093863,1363.1069048,0.0,2019
RELENZA,Zanamivir,1,Glaxosmithkline,23654.9,7722.0,342.0,276.0,3.0633126133,69.166374269,85.70615942,0.0,2019
RELISTOR*,Methylnaltrexone Bromide,1,Salix Pharmaceu*,68503455.57,2661442.19,39510.0,11201.0,60.261017802,1733.8257547,6115.833905,0.0,2019
RELPAX,Eletriptan Hydrobromide,1,Pfizer/Viatris,4392278.63,71856.0,5009.0,1237.0,61.136263249,876.87734678,3550.7507114,0.0,2019
REMODULIN,Treprostinil Sodium,1,United Therap,5812371.42,16305.0,400.0,52.0,414.8826311,14530.92855,111776.37346,0.0,2019
RENAGEL,Sevelamer HCl,1,Genzyme,8243292.02,1197605.0,7182.0,3161.0,6.8759106406,1147.7710972,2607.8114584,0.0,2019
RENVELA,Sevelamer Carbonate,1,Genzyme,338872821.46,56237650.24,226468.0,50596.0,6.3580211183,1496.3386503,6697.6207894,0.0,2019
RESTASIS,Cyclosporine,1,Allergan Inc.,1355216502.9,144904208.81,1648716.0,563448.0,9.352499241,821.98298731,2405.2201852,0.0,2019
RESTASIS MULTIDOSE,Cyclosporine,1,Allergan Inc.,75324014.07,736325.583,97373.0,57722.0,102.29715741,773.56160404,1304.9446324,0.0,2019
RESTORIL,Temazepam,1,Mallinckrodt Ph,1699790.99,55619.0,1247.0,289.0,30.596644622,1363.1042422,5881.6297232,0.0,2019
RETIN-A,Tretinoin,1,Bausch Health U,1254087.5,625205.0,19677.0,10212.0,1.9888982905,63.733673832,122.8052781,0.0,2019
RETIN-A MICRO,Tretinoin Microspheres,1,Bausch Health U,248388.84,19380.0,471.0,182.0,12.807662761,527.36484076,1364.7738462,0.0,2019
RETIN-A MICRO PUMP,Tretinoin Microspheres,1,Bausch Health U,999156.64,54750.0,1026.0,528.0,18.259741038,973.83688109,1892.3421212,0.0,2019
REVATIO,Sildenafil Citrate,1,Pfizer/Viatris,10587230.44,213906.0,1432.0,244.0,49.629449828,7393.3173464,43390.288689,0.0,2019
REVLIMID,Lenalidomide,1,Celgene/BMS,4673095051.6,6267746.0,307890.0,42209.0,745.58849597,15177.807177,110713.23774,0.0,2019
REXULTI,Brexpiprazole,1,Otsuka America,316604042.32,8044356.39,258992.0,42342.0,39.358152896,1222.4471888,7477.3048585,0.0,2019
REYATAZ,Atazanavir Sulfate,1,BMS Primarycare,4284780.82,121356.0,3010.0,771.0,39.284530718,1423.5152226,5557.4329702,0.0,2019
RIDAURA,Auranofin,1,Sebela Pharmace,1325139.79,60362.0,1029.0,157.0,21.95321212,1287.7937707,8440.380828,0.0,2019
RIMSO-50,Dimethyl Sulfoxide,1,Mylan Instituti,660603.86,53896.0,650.0,179.0,12.25701091,1016.3136308,3690.5243575,0.0,2019
RIOMET,Metformin HCl,1,Sun Pharmaceuti,4692784.03,3359816.0,6527.0,1631.0,1.3967384017,718.98024054,2877.2434273,0.0,2019
RISPERDAL,Risperidone,1,Janssen Pharm.,11467834.97,668487.0,10082.0,1350.0,17.740240147,1137.4563549,8494.6925704,0.0,2019
RISPERDAL CONSTA,Risperidone Microspheres,1,Janssen Pharm.,229635146.31,289118.64,198475.0,17056.0,787.47852963,1156.9978401,13463.599104,0.0,2019
RITALIN,Methylphenidate HCl,1,Novartis,925633.33,815166.0,7597.0,1185.0,1.1371230637,121.84195472,781.125173,0.0,2019
RITALIN LA,Methylphenidate HCl,1,Novartis,1298940.42,128659.0,2278.0,345.0,10.105102651,570.21089552,3765.0446957,0.0,2019
ROCALTROL,Calcitriol,1,Validus Pharmac,57551.05,39553.0,552.0,157.0,1.7674247364,104.25914855,366.56719745,0.0,2019
ROWASA,Mesalamine W/Cleansing Wipes,1,Meda/Mylan Spec,261520.56,408.0,116.0,29.0,640.98176471,2254.4875862,9017.9503448,1.0,2019
ROZEREM,Ramelteon,1,Takeda Pharmace,37616425.2,2865603.0,89985.0,24865.0,13.126879474,418.02995166,1512.8262699,0.0,2019
RUBRACA,Rucaparib Camsylate,1,Clovis Oncology,60238183.12,446831.0,4302.0,1028.0,134.81535227,14002.367066,58597.454397,0.0,2019
RYDAPT,Midostaurin,1,Novartis,31073961.2,200659.0,1933.0,485.0,154.8595438,16075.510191,64070.023093,0.0,2019
RYTHMOL SR,Propafenone HCl,1,Glaxosmithkline,2915412.78,215229.0,2196.0,372.0,13.55466651,1327.6014481,7837.131129,0.0,2019
SAIZEN,Somatropin,1,"Emd Serono, Inc",1612278.01,1783.0,219.0,31.0,766.18978774,7362.0000457,52008.968065,0.0,2019
SAMSCA,Tolvaptan,1,Otsuka America,61373563.88,132030.5,5627.0,1135.0,464.48117361,10906.977764,54073.624564,0.0,2019
SANCUSO,Granisetron,1,Kyowa/Cumberlan,9199374.75,16344.0,5905.0,2150.0,562.85944383,1557.8958086,4278.7789535,0.0,2019
SANDIMMUNE*,Cyclosporine,1,Novartis*,1226594.76,191076.95,1361.0,292.0,8.4402886965,901.24523145,4200.6669863,0.0,2019
SANDOSTATIN,Octreotide Acetate,1,Novartis,301448.77,12433.0,180.0,50.0,23.996002177,1674.7153889,6028.9754,0.0,2019
SANDOSTATIN LAR DEPOT,"Octreotide Acetate,Mi-Spheres",1,Novartis,54164192.08,10718.0,9001.0,1297.0,5059.9141158,6017.574945,41761.134988,0.0,2019
SAPHRIS,Asenapine Maleate,1,Forest/Allergan,115380059.49,5613713.33,118424.0,16336.0,20.552477561,974.29625321,7062.9321431,0.0,2019
SAVAYSA,Edoxaban Tosylate,1,"Daiichi Sankyo,",8368905.07,694440.0,16065.0,3135.0,12.052254406,520.94024712,2669.5071994,0.0,2019
SAVELLA,Milnacipran HCl,1,Allergan Inc.,58559056.39,9083429.25,108133.0,20841.0,6.4483791154,541.54658051,2809.8007001,0.0,2019
SEASONIQUE,L-Norgest/E.Estradiol-E.Estrad,1,Teva Women's He,96012.32,23842.0,262.0,101.0,4.0270245785,366.45923664,950.6170297,0.0,2019
SELZENTRY,Maraviroc,1,Viiv Healthcare,47461983.93,1822856.0,26250.0,2793.0,26.500850654,1808.0755783,16993.191525,0.0,2019
SENSIPAR,Cinacalcet HCl,1,Amgen,149931497.31,4247498.25,126529.0,26725.0,34.899230972,1184.9575774,5610.1589265,0.0,2019
SEREVENT DISKUS,Salmeterol Xinafoate,1,Glaxosmithkline,59902599.17,9197401.0,109984.0,27068.0,6.5129920039,544.64830494,2213.0411988,0.0,2019
SEROQUEL,Quetiapine Fumarate,1,Astrazeneca,13692050.14,1354129.67,20006.0,2890.0,10.669521097,684.39718784,4737.7336125,0.0,2019
SEROQUEL XR,Quetiapine Fumarate,1,Astrazeneca,18198867.98,952401.0,19226.0,2895.0,19.189676065,946.57588578,6286.3101831,0.0,2019
SEROSTIM,Somatropin,1,"Emd Serono, Inc",107140506.97,204404.0,7105.0,831.0,524.44107349,15079.592818,128929.61128,0.0,2019
SF,Fluoride (Sodium),1,Cypress Pharm.,226730.02,1934156.4,28533.0,13393.0,0.1172242431,7.9462383906,16.928994251,0.0,2019
SIGNIFOR,Pasireotide Diaspartate,1,Novartis/Record,1446632.22,6180.0,103.0,20.0,234.0828835,14044.97301,72331.611,0.0,2019
SILENOR,Doxepin HCl,1,Pernix Therapeu,38410606.58,2512623.5,74139.0,18408.0,15.287143511,518.08908375,2086.6257377,0.0,2019
SILVADENE,Silver Sulfadiazine,1,Pfizer US Pharm,52024.24,277985.0,2251.0,1784.0,0.1871476519,23.111612617,29.161569507,0.0,2019
SIRTURO,Bedaquiline Fumarate,1,Janssen Product,979813.7,6064.0,217.0,39.0,161.57877639,4515.2705069,25123.428205,0.0,2019
SKELAXIN,Metaxalone,1,Pfizer US Pharm,1013972.21,99771.0,1097.0,292.0,10.162995359,924.31377393,3472.5075685,0.0,2019
SKYLA,Levonorgestrel,1,"Bayer,Pharm Div",22414.03,27.0,27.0,27.0,830.14925926,830.14925926,830.14925926,1.0,2019
SOLODYN,Minocycline HCl,1,Bausch Health U,205543.27,5275.0,138.0,63.0,38.838226483,1489.4439855,3262.5915873,0.0,2019
SOMA,Carisoprodol,1,Meda/Mylan Spec,1346422.31,146275.0,1493.0,366.0,9.1376645442,901.82338245,3678.7494809,0.0,2019
SOMATULINE DEPOT,Lanreotide Acetate,1,Ipsen Biopharma,36271224.19,1986.05,4413.0,564.0,19418.950109,8219.1761138,64310.681188,0.0,2019
SOMAVERT,PEGvisomant,1,Pharmaci/Pfizer,34885906.47,79429.0,2569.0,299.0,432.50054266,13579.566551,116675.27247,0.0,2019
SOOLANTRA,IVermectin,1,Galderma Labora,10957787.49,868945.0,18252.0,11268.0,12.610450017,600.3609188,972.4696033,0.0,2019
SORILUX,Calcipotriene,1,Mayne Pharma In,1215304.97,95400.0,1104.0,513.0,12.739045807,1100.8197192,2369.0155361,0.0,2019
SOVALDI,Sofosbuvir,1,Gilead Sciences,2873865.75,2828.0,100.0,27.0,1016.2184406,28738.6575,106439.47222,0.0,2019
SPIRIVA,Tiotropium Bromide,1,Boehringer Ing.,1275485307.6,88573777.737,2011325.0,455627.0,14.400258633,634.15176938,2799.4067682,0.0,2019
SPIRIVA RESPIMAT,Tiotropium Bromide,1,Boehringer Ing.,671152357.13,6640821.5,1222865.0,313129.0,101.15682415,548.83601798,2143.3733609,0.0,2019
SPORANOX,Itraconazole,1,Janssen Pharm.,1031064.09,376321.0,545.0,148.0,6.7410909197,1891.8607156,6966.6492568,0.0,2019
SPRITAM,Levetiracetam,1,Aprecia Pharmac,54552.02,6291.0,79.0,56.0,8.6586355919,690.53189873,974.14321429,1.0,2019
