,Brnd_Name,Gnrc_Name,Tot_Mftr,Mftr_Name,Tot_Spndng_2017,Tot_Dsg_Unts_2017,Tot_Clms_2017,Tot_Benes_2017,Avg_Spnd_Per_Dsg_Unt_Wghtd_2017,Avg_Spnd_Per_Clm_2017,Avg_Spnd_Per_Bene_2017,Outlier_Flag_2017,Tot_Spndng_2018,Tot_Dsg_Unts_2018,Tot_Clms_2018,Tot_Benes_2018,Avg_Spnd_Per_Dsg_Unt_Wghtd_2018,Avg_Spnd_Per_Clm_2018,Avg_Spnd_Per_Bene_2018,Outlier_Flag_2018,Tot_Spndng_2019,Tot_Dsg_Unts_2019,Tot_Clms_2019,Tot_Benes_2019,Avg_Spnd_Per_Dsg_Unt_Wghtd_2019,Avg_Spnd_Per_Clm_2019,Avg_Spnd_Per_Bene_2019,Outlier_Flag_2019,Tot_Spndng_2020,Tot_Dsg_Unts_2020,Tot_Clms_2020,Tot_Benes_2020,Avg_Spnd_Per_Dsg_Unt_Wghtd_2020,Avg_Spnd_Per_Clm_2020,Avg_Spnd_Per_Bene_2020,Outlier_Flag_2020,Tot_Spndng_2021,Tot_Dsg_Unts_2021,Tot_Clms_2021,Tot_Benes_2021,Avg_Spnd_Per_Dsg_Unt_Wghtd_2021,Avg_Spnd_Per_Clm_2021,Avg_Spnd_Per_Bene_2021,Outlier_Flag_2021,Chg_Avg_Spnd_Per_Dsg_Unt_20_21,CAGR_Avg_Spnd_Per_Dsg_Unt_17_21
488,K-PHOS NO.2,"Sod Phos,M-B/K Phos,Monob",1,Beach Products,21306.36,24099.5,317.0,94.0,0.88409967,67.21249211,226.6634043,0.0,26983.09,28500.0,393.0,89.0,0.946775088,68.65926209,303.1807865,0.0,26943.45,27955.0,314.0,99.0,0.96381506,85.80716561,272.1560606,0.0,24896.36,25936.0,235.0,79.0,0.959915176,105.9419575,315.1437975,0.0,20858.99,21323.0,211,70.0,0.978238991,98.85777251,297.9855714,0,0.019088994,0.02561871
489,K-PHOS ORIGINAL,"Potassium Phosphate,Monobasic",1,Beach Products,174231.5,368536.0,4079.0,1191.0,0.472766568,42.7142682,146.2900924,0.0,171706.63,346284.5,3795.0,1081.0,0.495854218,45.2454888,158.8405458,0.0,112667.69,221094.5,2472.0,742.0,0.50959065,45.5775445,151.843248,0.0,122824.81,238610.5,2861.0,888.0,0.514750231,42.93072702,138.3162275,0.0,136955.61,263791.0,3058,915.0,0.519182269,44.78600719,149.6782623,0,0.008610075,0.023689559
490,K-TAB ER,Potassium Chloride,1,Abbvie US LLC,6656597.54,34627353.0,232388.0,79417.0,0.196432357,28.64432561,83.81829508,0.0,7439433.96,35029501.0,234737.0,82796.0,0.218833063,31.69263457,89.85257694,0.0,7508710.19,37822852.0,232718.0,81564.0,0.20282879,32.26527467,92.05912155,0.0,7584983.38,35845396.0,233163.0,78937.0,0.213738349,32.53081913,96.08907585,0.0,6649676.69,30548374.0,197939,75285.0,0.2189165,33.59457555,88.32671435,0,0.024226593,0.027463416
491,KADCYLA,Ado-Trastuzumab Emtansine,1,"Genentech, Inc.",2202844.24,695.0,314.0,40.0,3319.954474,7015.427516,55071.106,0.0,1537076.87,475.0,212.0,38.0,3348.715693,7250.362594,40449.39132,0.0,2671451.94,741.0,341.0,52.0,3747.552044,7834.169912,51374.07577,0.0,3431210.0,937.0,442.0,71.0,3814.969432,7762.918552,48326.90141,0.0,4777613.02,1253.0,537,73.0,3951.156704,8896.85851,65446.7537,0,0.035698129,0.044474957
492,KAITLIB FE,Noreth-Ethinyl Estradiol/Iron,1,Lupin Pharmaceu,14496.74,6412.0,155.0,37.0,2.260876482,93.52735484,391.8037838,0.0,24336.45,10418.0,227.0,49.0,2.336000192,107.2090308,496.6622449,0.0,28173.8,11592.0,232.0,52.0,2.430452036,121.4387931,541.8038462,0.0,31175.48,12544.0,214.0,53.0,2.485290179,145.6798131,588.2166038,0.0,30166.7,12294.0,178,51.0,2.453774199,169.4758427,591.5039216,0,-0.012681006,0.020679612
493,KALBITOR,Ecallantide,1,Dyax Corp./Shir,21138124.12,4555.0,618.0,69.0,4640.641958,34204.08434,306349.6249,0.0,36874747.16,7684.0,512.0,59.0,4798.899943,72020.99055,624995.7146,0.0,17546169.83,3526.0,323.0,57.0,4976.225136,54322.50721,307827.5409,0.0,15473075.19,3021.0,282.0,43.0,5121.838858,54869.06096,359838.9579,0.0,20767296.3,3891.0,357,44.0,5337.264534,58171.69832,471984.0068,0,0.042060221,0.035583606
494,KALYDECO,IVacaftor,1,Vertex Pharmace,44758538.21,103508.0,1827.0,280.0,432.4162211,24498.37888,159851.9222,0.0,57632960.07,131986.0,2340.0,308.0,436.6595748,24629.47012,187120.0002,0.0,58408152.67,132454.0,2362.0,281.0,440.9694107,24728.26108,207858.1946,0.0,37664939.35,85512.0,1529.0,185.0,440.463787,24633.70788,203594.2668,0.0,25900493.9,58436.0,1041,137.0,443.2283849,24880.3976,189054.7,0,0.006276561,0.006193244
495,KAPVAY,Clonidine HCl,1,Concordia Pharm,75219.44,11684.0,135.0,23.0,6.437815817,557.181037,3270.410435,0.0,48462.0,7043.0,79.0,19.0,6.880874627,613.443038,2550.631579,0.0,67865.47,9657.0,98.0,25.0,7.027593456,692.5047959,2714.6188,0.0,49080.52,7216.0,76.0,14.0,6.801624169,645.7963158,3505.751429,0.0,46236.25,5530.0,49,12.0,8.360985534,943.5969388,3853.020833,0,0.229263089,0.067529122
496,KARIVA,Desog-E.Estradiol/E.Estradiol,1,Teva USA,70535.93,76066.0,1946.0,358.0,0.927299056,36.24662384,197.0277374,0.0,112781.46,120356.0,2685.0,598.0,0.937065539,42.00426816,188.5977592,0.0,132286.29,120908.0,2441.0,535.0,1.094107007,54.19348218,247.2640935,0.0,123907.86,108782.0,2086.0,435.0,1.139047453,59.39974113,284.8456552,0.0,82768.94,89042.0,1415,359.0,0.929549426,58.49395053,230.5541504,0,-0.18392388,0.000606149
497,KELNOR 1-35,Ethynodiol D-Ethinyl Estradiol,1,Teva USA,99302.91,154537.0,3438.0,617.0,0.642583394,28.88391798,160.9447488,0.0,103378.64,154993.0,3262.0,634.0,0.66698909,31.69179644,163.0577918,0.0,105834.88,155097.0,3181.0,589.0,0.682378641,33.27094624,179.6857046,0.0,105648.74,164981.0,3395.0,583.0,0.640369133,31.11892194,181.2156775,0.0,105840.3,164279.0,3217,583.0,0.644271635,32.90031085,181.5442539,0,0.006094145,0.000656172
498,KENALOG-10,Triamcinolone Acetonide,1,BMS Primarycare,11654.37,12816.0,528.0,363.0,0.909360955,22.07267046,32.10570248,1.0,11772.96,10173.0,595.0,431.0,1.15727514,19.7864874,27.31545244,1.0,10633.4,7958.0,502.0,360.0,1.336189998,21.18207171,29.53722222,1.0,7574.05,7170.0,359.0,268.0,1.056352859,21.09763231,28.2613806,1.0,6852.76,3930.0,356,253.0,1.743704835,19.24932584,27.08600791,0,0.650684068,0.176749892
499,KENALOG-40,Triamcinolone Acetonide,1,BMS Primarycare,532577.24,457490.3,27945.0,21288.0,1.164127939,19.05805117,25.01772078,1.0,416788.54,198593.49,21894.0,17314.0,2.098701926,19.03665571,24.07234261,1.0,153501.89,74800.1,8133.0,6573.0,2.052161561,18.87395672,23.35339875,1.0,63588.99,45297.5,2980.0,2320.0,1.403807936,21.33858725,27.40904741,1.0,40631.45,35640.75,1753,1335.0,1.140027918,23.17823731,30.43554307,1,-0.187903211,-0.005216224
500,KEPPRA XR,Levetiracetam,1,UCB Pharma,24869600.55,3154061.0,21123.0,2777.0,8.068668067,1177.370665,8955.563756,0.0,24679161.99,3005410.0,19952.0,2634.0,8.413617885,1236.926724,9369.461652,0.0,25499659.55,3097380.0,20342.0,3168.0,8.428381887,1253.547318,8049.134959,0.0,26749615.72,3140737.0,19565.0,2972.0,8.752080017,1367.217773,9000.543647,0.0,25351309.64,2839564.0,16181,2313.0,9.174475176,1566.733183,10960.35869,0,0.04826226,0.032630255
501,KEPPRA*,Levetiracetam,1,UCB Pharma*,83659338.36,11062236.48,65118.0,8030.0,9.578471888,1284.734457,10418.34849,0.0,81534813.69,10518473.33,60192.0,7623.0,9.938117288,1354.578909,10695.8958,0.0,77667073.62,9978941.14,56097.0,7665.0,9.998686846,1384.513853,10132.69062,0.0,77825801.46,9774091.857,52178.0,6692.0,10.35489955,1491.544357,11629.67745,0.0,75185538.93,8980422.889,46071,6208.0,10.86346301,1631.949359,12111.07264,0,0.049113317,0.031972241
502,KERYDIN,Tavaborole,1,Pharmaderm/Sand,13284082.08,92312.2,9317.0,4089.0,143.9038619,1425.78964,3248.736141,0.0,9664535.57,64810.0,5805.0,2545.0,149.1210549,1664.864009,3797.459949,0.0,8385740.45,56265.0,5123.0,2239.0,149.0400862,1636.880822,3745.306141,0.0,6382954.58,42242.0,4018.0,1628.0,151.1044595,1588.58999,3920.733772,0.0,723260.91,4906.0,621,292.0,147.4237485,1164.671353,2476.920925,0,-0.024358719,0.006059694
503,KEVEYIS,Dichlorphenamide,1,Strongbridge Us,1624443.6,10966.0,137.0,28.0,148.1345614,11857.25256,58015.84286,0.0,4977375.45,31065.0,396.0,63.0,160.2245437,12569.12992,79005.95952,0.0,7928190.78,42736.0,571.0,72.0,185.5155087,13884.74743,110113.7608,0.0,9808228.94,46187.0,617.0,76.0,212.3590824,15896.64334,129055.644,0.0,12469602.67,51654.0,709,85.0,241.4063319,17587.59192,146701.2079,0,0.136783646,0.12985592
504,KEVZARA,Sarilumab,1,Sanofi-Aventis,3146490.84,2362.66,940.0,324.0,1331.706555,3347.330681,9711.391482,0.0,18531349.16,13337.78,5429.0,1179.0,1389.370089,3413.400103,15717.8534,0.0,45739165.17,30443.9,12500.0,2432.0,1502.448709,3659.133214,18807.22252,0.0,54152208.01,34385.36,14066.0,2219.0,1574.894374,3849.865492,24403.87923,0.0,61125619.95,36696.5,14954,2535.0,1665.725501,4087.576565,24112.67059,0,0.057674425,0.057544679
505,KEYTRUDA,Pembrolizumab,1,Merck Sharp & D,14585744.29,12588.0,1524.0,306.0,1158.702279,9570.698353,47665.83101,0.0,26485845.79,22366.0,2766.0,519.0,1184.201278,9575.504624,51032.45817,0.0,42645823.08,34778.0,4347.0,792.0,1226.229889,9810.403285,53845.73621,0.0,57022095.4,45450.0,5573.0,959.0,1254.61156,10231.84917,59459.95349,0.0,68680805.63,52528.0,6392,1050.0,1307.508484,10744.80689,65410.29108,0,0.042161993,0.030666508
506,KINERET,Anakinra,1,Sobi-Swedish Or,11899227.85,59315.48,2720.0,414.0,200.6091471,4374.716121,28742.09626,0.0,13147018.78,61860.92,2899.0,479.0,212.5254325,4535.018551,27446.8033,0.0,17275786.18,77172.43,3562.0,580.0,223.8595594,4850.024194,29785.83824,0.0,19061039.43,80729.12,3821.0,550.0,236.1110765,4988.495009,34656.43533,0.0,21497993.87,86600.76,4122,630.0,248.2425543,5215.427916,34123.79979,0,0.051380384,0.054705899
507,KINRIX,"Diph,Pertus(Acel),Tet,Polio/PF",1,Glaxosmithkline,2391.52,20.0,30.0,27.0,119.3520205,79.71733333,88.57481482,1.0,4845.82,39.0,62.0,51.0,125.0737072,78.1583871,95.01607843,0.0,5565.88,44.5,79.0,58.0,125.0720388,70.45417722,95.96344828,0.0,4792.45,33.0,55.0,39.0,145.8446061,87.13545455,122.8833333,0.0,3979.88,27.0,54,35.0,147.402963,73.70148148,113.7108571,1,0.01068505,0.054190528
508,KISQALI,Ribociclib Succinate,1,Novartis,24487150.87,132824.0,2321.0,670.0,187.063576,10550.25888,36547.98637,0.0,56743153.89,285985.0,5264.0,1077.0,202.3671034,10779.47452,52686.30816,0.0,91963508.3,426900.0,7989.0,1487.0,219.9902805,11511.26653,61844.99549,0.0,128739775.9,562405.0,10654.0,1623.0,233.8023165,12083.70339,79322.10471,0.0,119293639.9,482038.0,9277,1435.0,253.2634209,12859.07512,83131.45634,0,0.083237432,0.078687905
509,KISQALI FEMARA CO-PACK,Ribociclib Succinate/Letrozole,1,Novartis,3521642.94,28673.0,337.0,147.0,122.2989635,10449.97905,23956.75469,0.0,16832258.29,135551.0,1559.0,343.0,124.2699287,10796.83021,49073.63933,0.0,21565204.45,153836.0,1835.0,330.0,139.5111086,11752.15501,65349.10439,0.0,23160366.32,155011.0,1841.0,265.0,149.1888351,12580.31848,87397.60876,0.0,19457603.5,120050.0,1438,205.0,161.8770446,13531.01773,94915.13902,0,0.085047983,0.072606989
510,KLONOPIN,Clonazepam,1,Roche Labs.,3035686.87,1072345.5,12834.0,2183.0,2.831146892,236.5347413,1390.603239,0.0,3684197.0,1267326.0,15248.0,2784.0,2.910756117,241.6183762,1323.346624,0.0,4346979.48,1502747.5,18573.0,3059.0,2.902451079,234.0483218,1421.045924,0.0,4568131.76,1574649.0,18757.0,2869.0,2.908250142,243.5427712,1592.238327,0.0,4412316.59,1501491.0,18001,2681.0,2.948377378,245.1150819,1645.772693,0,0.013797725,0.010194889
511,KLOR-CON,Potassium Chloride,1,Upsher-Smith La,39034.05,5627.0,87.0,86.0,6.936920206,448.6672414,453.8843023,0.0,12488299.65,1959077.0,34431.0,15671.0,6.374583363,362.7051102,796.905089,0.0,16241975.32,2534754.0,45795.0,20369.0,6.40771267,354.6670012,797.3869763,0.0,12836107.08,2248952.0,35291.0,17315.0,5.707594951,363.7218294,741.3287369,0.0,9922010.78,2152033.5,32452,16460.0,4.610528033,305.7442001,602.7953086,0,-0.192211768,-0.097086821
512,KORLYM,Mifepristone,1,Corcept Therape,57193725.41,128503.0,2333.0,431.0,445.0769664,24515.09876,132700.059,0.0,104791706.1,223005.0,4087.0,701.0,469.9074287,25640.25107,149488.8818,0.0,132392600.7,271118.0,4915.0,770.0,488.3209549,26936.43961,171938.4424,0.0,153690298.7,288385.0,5261.0,729.0,532.9344407,29213.13414,210823.455,0.0,165795595.2,299366.0,5625,816.0,553.8223953,29474.77248,203180.8765,0,0.039194229,0.056170052
513,KRISTALOSE,Lactulose,1,Cumberland Phar,4329313.34,608099.0,9424.0,3831.0,7.117384784,459.3923323,1130.07396,0.0,3996471.6,548986.0,8557.0,3528.0,7.27587045,467.041206,1132.786735,0.0,4143724.94,531647.0,8466.0,3497.0,7.781216644,489.4548713,1184.937072,0.0,4511924.09,549718.0,8505.0,3515.0,8.188324447,530.5025385,1283.61994,0.0,4288134.06,493325.0,7874,3330.0,8.689312559,544.5941148,1287.727946,0,0.061183227,0.051153749
514,KRYSTEXXA,PEGloticase,1,Horizon Therape,3748684.88,195.0,111.0,43.0,19224.02503,33771.93586,87178.71814,0.0,23882333.82,1140.0,621.0,145.0,20949.41563,38457.86444,164705.7505,0.0,33323560.87,1477.0,868.0,200.0,22561.65259,38391.19916,166617.8044,0.0,49727177.82,2561.0,1266.0,242.0,19417.09403,39278.97142,205484.2059,1.0,68263090.28,2687.0,1781,301.0,25404.94614,38328.51784,226787.6754,0,0.308380445,0.072181943
515,KURVELO,Levonorgestrel/Ethin.Estradiol,1,Lupin Pharmaceu,21924.08,69832.0,1679.0,376.0,0.313954634,13.05782013,58.3087234,0.0,30210.82,83692.0,1870.0,384.0,0.360976198,16.15551872,78.67401042,0.0,95429.21,192920.0,3444.0,903.0,0.494656904,27.70882985,105.6801883,0.0,107474.68,208460.0,3427.0,922.0,0.515565001,31.36115553,116.5668981,0.0,102786.71,202552.0,3056,880.0,0.507458381,33.63439463,116.8030796,0,-0.015723758,0.127543701
516,KUVAN,Sapropterin Dihydrochloride,1,Biomarin Pharma,27466827.74,415904.0,2182.0,180.0,99.18852473,12587.91372,152593.4874,0.0,28307279.37,378513.0,2266.0,207.0,109.2976833,12492.17978,136750.1419,0.0,29684297.95,377433.0,2249.0,184.0,117.0097427,13198.88748,161327.7063,0.0,30637507.64,346710.0,2160.0,179.0,127.4351627,14184.03132,171159.2606,0.0,19517145.6,217140.0,1231,119.0,135.9646801,15854.70804,164009.6269,0,0.066932213,0.082034651
517,KYLEENA,Levonorgestrel,1,"Bayer,Pharm Div",19896.61,23.0,23.0,23.0,865.07,865.07,865.07,1.0,36794.63,40.0,40.0,40.0,919.86575,919.86575,919.86575,0.0,46103.2,47.0,47.0,47.0,980.9191489,980.9191489,980.9191489,0.0,44659.95,46.0,46.0,46.0,970.8684783,970.8684783,970.8684783,0.0,37600.27,36.0,36,36.0,1044.451944,1044.451944,1044.451944,0,0.075791385,0.04823656
518,KYPROLIS,Carfilzomib,1,Amgen,4177734.33,4610.7,343.0,87.0,909.2675372,12179.98347,48019.93483,1.0,5819243.49,3517.0,435.0,92.0,1655.904095,13377.57124,63252.64663,1.0,6777450.35,4475.0,565.0,112.0,1913.200545,11995.48735,60512.94955,0.0,7258003.25,5004.0,558.0,110.0,1855.961279,13007.17428,65981.84773,0.0,7637479.66,5864.0,734,114.0,1769.444417,10405.28564,66995.43561,0,-0.046615661,0.181099022
519,LACRISERT,Hydroxypropyl Cellulose,1,Bausch Health U,2990427.3,419107.0,4306.0,1161.0,7.135235871,694.4791686,2575.734109,0.0,3158196.35,400320.0,4189.0,1148.0,7.889179531,753.9260802,2751.042117,0.0,2929217.98,351720.0,3686.0,1022.0,8.328266746,794.6874607,2866.162407,0.0,1371335.95,155850.0,1629.0,640.0,8.799075714,841.826857,2142.712422,0.0,1792903.36,188790.0,1860,574.0,9.496813179,963.9265376,3123.525017,0,0.079296677,0.074094246
520,LAMICTAL,Lamotrigine,1,Glaxosmithkline,96333945.98,6964830.5,68150.0,7616.0,14.02265814,1413.557535,12648.88997,0.0,102018528.4,6697157.5,64642.0,7368.0,15.44512024,1578.208107,13846.16293,0.0,101657033.7,6472169.5,60045.0,7006.0,15.93985448,1693.014134,14509.99625,0.0,103289398.2,6375437.5,57175.0,6724.0,16.44472792,1806.548286,15361.30253,0.0,103590575.5,6004303.0,52486,6313.0,17.50629271,1973.680134,16409.08847,0,0.064553503,0.057038875
521,LAMICTAL (ORANGE),Lamotrigine,1,Glaxosmithkline,133898.03,11579.0,237.0,232.0,11.56386821,564.9705907,577.146681,0.0,56082.28,4606.0,94.0,93.0,12.17591837,596.62,603.0352688,0.0,39444.67,3087.0,63.0,62.0,12.77767088,626.105873,636.2043548,0.0,28353.5,2107.0,43.0,43.0,13.45681063,659.3837209,659.3837209,0.0,7855.08,539.0,11,11.0,14.57343228,714.0981818,714.0981818,1,0.08297818,0.059533465
522,LAMICTAL ODT,Lamotrigine,1,Glaxosmithkline,3219981.69,286934.0,3309.0,443.0,11.43851498,973.0981233,7268.581693,0.0,3444870.92,280916.0,2850.0,360.0,12.52408822,1208.726639,9569.085889,0.0,3445162.07,270836.0,2786.0,338.0,13.0275277,1236.598015,10192.78719,0.0,3599389.24,274816.0,2628.0,300.0,13.37574219,1369.630609,11997.96413,0.0,3747392.57,269393.0,2459,279.0,14.22877432,1523.949805,13431.51459,0,0.063774564,0.056086428
523,LAMICTAL XR,Lamotrigine,1,Glaxosmithkline,40253913.85,1706084.0,21184.0,2402.0,24.21191387,1900.203637,16758.49869,0.0,44124255.89,1695426.0,20971.0,2288.0,26.84016983,2104.06065,19285.07688,0.0,45595773.59,1686582.0,20086.0,2244.0,27.89585962,2270.027561,20318.97219,0.0,47581750.98,1708849.0,19263.0,2178.0,28.67423677,2470.111145,21846.53397,0.0,48413951.85,1630894.0,17620,2069.0,30.57460821,2747.670366,23399.68673,0,0.066274526,0.060066097
524,LAMICTAL XR (ORANGE),Lamotrigine,1,Glaxosmithkline,18151.39,1260.0,36.0,36.0,14.40586508,504.2052778,504.2052778,0.0,19864.67,1260.0,36.0,36.0,15.76561111,551.7963889,551.7963889,0.0,16499.87,1015.0,29.0,28.0,16.25602956,568.9610345,589.2810714,1.0,16527.48,980.0,28.0,27.0,16.86477551,590.2671429,612.1288889,1.0,11331.06,630.0,18,18.0,17.98580952,629.5033333,629.5033333,1,0.06647192,0.057055187
525,LAMOTRIGINE (ORANGE),Lamotrigine,1,Owp Pharmaceuti,10649.54,980.0,20.0,20.0,10.86687755,532.477,532.477,1.0,214674.46,19481.0,398.0,387.0,11.01968379,539.3830653,554.7143669,0.0,156860.47,14446.0,294.0,291.0,10.85840163,533.5390136,539.0394158,0.0,151198.4,12976.0,265.0,249.0,11.65215783,570.56,607.22249,0.0,188734.29,15177.0,311,301.0,12.43554655,606.8626688,627.0242193,0,0.067231214,0.034284523
526,LANOXIN*,Digoxin,1,Concordia Pharm,5621920.52,513720.0,10486.0,2402.0,10.94655968,536.1358497,2340.516453,0.0,5038565.58,416913.5,8586.0,1955.0,12.08737174,586.8350315,2577.271396,0.0,3841800.31,313782.5,6397.0,1517.0,12.24571179,600.5628123,2532.498556,0.0,3507769.93,262771.0,5208.0,1187.0,13.35725375,673.5349328,2955.155796,0.0,3102461.27,213898.0,4273,1078.0,14.52786654,726.0616125,2877.978915,0,0.087638732,0.073324513
527,LANTUS,"Insulin Glargine,Hum.Rec.Anlog",1,Sanofi-Aventis,1553436485.0,62264748.08,3258042.0,614081.0,24.94889215,476.800632,2529.693126,0.0,1253273548.0,47185842.31,2445718.0,524010.0,26.56037248,512.4358358,2391.697768,0.0,1158800855.0,40991723.72,2050972.0,421970.0,28.2691419,565.0008165,2746.168814,0.0,1055722607.0,37436772.92,1821215.0,378001.0,28.20014987,579.6803821,2792.909561,0.0,958653939.4,33844839.75,1606778,347108.0,28.32496613,596.6312331,2761.831878,0,0.004426085,0.032237265
528,LANTUS SOLOSTAR,"Insulin Glargine,Hum.Rec.Anlog",1,Sanofi-Aventis,2630786459.0,106009947.9,5233099.0,1110966.0,24.8164112,502.7205598,2368.017076,0.0,2370339093.0,89301895.83,4475506.0,1050607.0,26.54298736,529.6248274,2256.161526,0.0,2495607646.0,88116548.27,4421942.0,965444.0,28.32166823,564.3691495,2584.932576,0.0,2663360232.0,93775131.85,4583923.0,1002500.0,28.40156211,581.0220267,2656.718436,0.0,2831447261.0,98293698.36,4633350,1054611.0,28.80598969,611.1015273,2684.826217,0,0.014239624,0.03797276
529,LARIN 24 FE,Norethindrone-E.Estradiol-Iron,1,Northstar Rx Ll,26185.96,16100.0,384.0,109.0,1.626457143,68.19260417,240.2381651,0.0,27706.62,17920.0,431.0,103.0,1.546128348,64.28450116,268.9963107,0.0,33198.91,22736.0,558.0,149.0,1.460191327,59.49625448,222.8114765,0.0,58301.9,39900.0,930.0,227.0,1.461200501,62.69021505,256.8365639,0.0,50853.71,46732.0,984,291.0,1.088198879,51.68059959,174.7550172,0,-0.255270664,-0.095587799
530,LARIN FE,Norethindrone-E.Estradiol-Iron,1,Northstar Rx Ll,145580.47,276044.0,7029.0,1395.0,0.527427442,20.71140561,104.3587599,0.0,162135.32,284565.0,7055.0,1524.0,0.569593381,22.98161871,106.3880053,0.0,172936.74,298170.0,7132.0,1590.0,0.579971485,24.24800056,108.7652453,0.0,215117.02,380899.0,8618.0,1853.0,0.56440328,24.96136227,116.0912143,0.0,197293.91,368758.0,7846,2056.0,0.535120174,25.14579531,95.96007296,0,-0.051883302,0.003626571
531,LARISSIA,Levonorgestrel/Ethin.Estradiol,1,Amneal Pharmace,6487.23,15428.0,364.0,201.0,0.420484185,17.82206044,32.27477612,0.0,80080.19,160890.0,3434.0,1016.0,0.49773255,23.31979907,78.81908465,0.0,96085.21,173688.0,3410.0,956.0,0.553205806,28.17748094,100.5075418,0.0,122464.25,204765.0,3767.0,985.0,0.59807218,32.50975577,124.3291878,0.0,127503.02,217751.0,3798,1026.0,0.585545049,33.57109531,124.2719493,0,-0.020945852,0.08630721
532,LASIX,Furosemide,1,Validus Pharmac,967616.76,1157600.0,15955.0,4529.0,0.841089559,60.64661611,213.6490969,0.0,1053084.18,1178257.5,15886.0,4361.0,0.894505297,66.29007806,241.477684,0.0,1092037.66,1092131.0,14209.0,3987.0,0.995260226,76.85534943,273.8995887,0.0,1023683.9,1006098.0,12268.0,3587.0,1.012663355,83.44342191,285.3872038,0.0,857174.53,834300.0,10105,3091.0,1.022327458,84.8267719,277.3130152,0,0.009543253,0.049994311
533,LASTACAFT,Alcaftadine,1,Allergan Inc.,3475335.02,53042.5,15477.0,6142.0,65.51981939,224.5483634,565.8311657,0.0,3507532.67,47486.5,13707.0,5044.0,73.86378592,255.893534,695.3871273,0.0,3167331.8,40939.5,11665.0,4198.0,77.36615738,271.5243721,754.4858981,0.0,2402610.7,31090.0,8711.0,2840.0,77.27921197,275.8134198,845.9896831,0.0,2206289.18,26783.0,7370,2459.0,82.37647687,299.3608114,897.2302481,0,0.065959069,0.05890654
534,LAYOLIS FE,Noreth-Ethinyl Estradiol/Iron,1,Actavis/Teva,27558.12,11704.0,241.0,51.0,2.354589884,114.3490456,540.3552941,0.0,26530.9,10780.0,230.0,49.0,2.461122449,115.3517391,541.4469388,0.0,34455.95,12516.0,248.0,57.0,2.752952221,138.9352823,604.4903509,0.0,35676.04,12544.0,231.0,51.0,2.844072066,154.4417316,699.5301961,0.0,37500.44,13552.0,232,48.0,2.767151712,161.6398276,781.2591667,0,-0.027045853,0.041188648
535,LEENA,Norethindrone-Ethin. Estradiol,1,Mayne Pharma In,8009.48,9324.0,230.0,43.0,0.859017589,34.82382609,186.2669767,0.0,10167.51,10750.0,280.0,45.0,0.945814884,36.31253571,225.9446667,0.0,8407.3,5852.0,129.0,26.0,1.436654135,65.17286822,323.3576923,0.0,4998.91,3892.0,61.0,17.0,1.284406475,81.94934426,294.0535294,0.0,2965.24,2604.0,49,13.0,1.138725038,60.51510204,228.0953846,0,-0.113423156,0.073011072
536,LEMTRADA,Alemtuzumab,1,Genzyme,7910964.53,438.0,102.0,87.0,18061.56285,77558.47578,90930.62678,0.0,4808825.62,256.8,66.0,61.0,18725.95646,72860.99424,78833.20689,0.0,3502454.05,177.6,45.0,41.0,19721.02506,77832.31222,85425.70854,0.0,1450990.94,70.8,19.0,17.0,20494.22232,76367.94421,85352.40824,1.0,1799156.59,80.4,25,19.0,22377.56953,71966.2636,94692.45211,1,0.091896496,0.055028999
537,LESSINA,Levonorgestrel/Ethin.Estradiol,1,Teva USA,32279.34,66913.0,1661.0,461.0,0.482407604,19.43367851,70.0202603,0.0,104047.61,184020.0,3892.0,1101.0,0.565414683,26.73371274,94.50282471,0.0,129760.38,211955.0,4151.0,1157.0,0.612207214,31.26002891,112.152446,0.0,174871.51,265640.0,4759.0,1292.0,0.658302628,36.74543181,135.3494659,0.0,112330.15,198681.0,3598,925.0,0.565379427,31.22016398,121.438,0,-0.141155749,0.040474556
538,LEUKERAN,Chlorambucil,1,Aspen/Prasco La,9259298.4,387106.0,10432.0,2759.0,23.91928412,887.5861196,3356.034215,0.0,8073586.01,325354.0,9091.0,2348.0,24.81477409,888.0855802,3438.494894,0.0,5529895.01,222290.0,6254.0,1529.0,24.87694008,884.2173025,3616.674304,0.0,3645687.4,146623.0,3977.0,927.0,24.86436234,916.6928338,3932.780367,0.0,2824421.21,105290.0,2908,636.0,26.82516108,971.2590131,4440.913852,0,0.078859804,0.029078584
539,LEVALBUTEROL TARTRATE HFA,Levalbuterol Tartrate,1,Actavis/Teva,7434444.75,1896143.389,95112.0,40135.0,3.920824128,78.16516055,185.2359474,0.0,9671311.37,2511782.0,124215.0,50429.0,3.850378484,77.8594483,191.7807486,0.0,10094963.85,2658495.8,130808.0,53420.0,3.797246492,77.17390259,188.9734903,0.0,11646217.11,3094582.0,151716.0,57381.0,3.763421719,76.76327553,202.9629513,0.0,13759964.69,3661832.936,181382,68619.0,3.757671344,75.86179825,200.5270361,0,-0.001527965,-0.010569354
